iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
192,3.740995e-02,4.890561e-01,0.000000e+00,0,0,0,4.708321e-05,1.163017e-05,1.163017e-05,0.000000e+00
193,3.812297e-02,6.180316e-02,1.385089e+02,412,85,14,1.005347e+00,2.937937e-01,1.123917e-05,2.937824e-01
194,4.007570e-02,2.571249e-01,0.000000e+00,0,0,0,4.875788e-05,1.263084e-05,1.263084e-05,0.000000e+00
195,3.722721e-02,3.924880e-01,0.000000e+00,0,0,0,4.509529e-05,1.089667e-05,1.089667e-05,0.000000e+00
196,3.851240e-02,4.816058e-01,0.000000e+00,0,0,0,4.809241e-05,1.185760e-05,1.185760e-05,0.000000e+00
197,3.919413e-02,6.173570e-02,1.366177e+02,412,85,14,9.878258e-01,2.686247e-01,1.152375e-05,2.686132e-01
198,4.107447e-02,2.688303e-01,0.000000e+00,0,0,0,4.995261e-05,1.288136e-05,1.288136e-05,0.000000e+00
199,3.858186e-02,4.097494e-01,0.000000e+00,0,0,0,4.650897e-05,1.137475e-05,1.137475e-05,0.000000e+00
200,3.987937e-02,5.087742e-01,0.000000e+00,0,0,0,4.955908e-05,1.235231e-05,1.235231e-05,0.000000e+00
201,4.053787e-02,6.566200e-02,1.440335e+02,412,85,14,1.023660e+00,2.956924e-01,1.190680e-05,2.956805e-01
202,4.246684e-02,2.823581e-01,0.000000e+00,0,0,0,5.130769e-05,1.330788e-05,1.330788e-05,0.000000e+00
203,3.967090e-02,4.251285e-01,0.000000e+00,0,0,0,4.766119e-05,1.156257e-05,1.156257e-05,0.000000e+00
204,4.092779e-02,5.252144e-01,0.000000e+00,0,0,0,5.068491e-05,1.252161e-05,1.252161e-05,0.000000e+00
205,4.160760e-02,6.772909e-02,1.461897e+02,412,85,14,9.961739e-01,2.699490e-01,1.218474e-05,2.699369e-01
206,4.349856e-02,2.831136e-01,0.000000e+00,0,0,0,5.243559e-05,1.353462e-05,1.353462e-05,0.000000e+00
207,4.099824e-02,4.265253e-01,0.000000e+00,0,0,0,4.883524e-05,1.197544e-05,1.197544e-05,0.000000e+00
208,4.220331e-02,5.206809e-01,0.000000e+00,0,0,0,5.174501e-05,1.289065e-05,1.289065e-05,0.000000e+00
209,4.273200e-02,6.742238e-02,1.406721e+02,412,85,14,9.546931e-01,2.715369e-01,1.247574e-05,2.715244e-01
210,4.455606e-02,2.713825e-01,0.000000e+00,0,0,0,5.318134e-05,1.373759e-05,1.373759e-05,0.000000e+00
